store_id,city,region,store_type,population_density
3,London,Europe,Online,8584
13,Toronto,Europe,Hybrid,2007
10,Toronto,Europe,Online,4369
1,London,Europe,Online,5819
14,London,Europe,Hybrid,6212
18,Toronto,Europe,Offline,3527
5,New York,North America,Hybrid,7813
6,Toronto,North America,Hybrid,9161
16,London,Europe,Online,8889
3,New York,Europe,Hybrid,2279
19,London,Europe,Offline,6782
19,New York,North America,Hybrid,5780
20,Toronto,Europe,Offline,1232
8,Toronto,North America,Hybrid,1542
15,London,North America,Online,6653
18,New York,Europe,Hybrid,7390
11,London,North America,Online,9704
9,London,Europe,Offline,4961
3,New York,Europe,Online,9605
20,New York,North America,Hybrid,4552
6,Toronto,Europe,Offline,2240
2,Toronto,Europe,Offline,1984
16,New York,North America,Hybrid,8065
9,Toronto,North America,Offline,3438
1,London,Europe,Offline,8144
12,Toronto,Europe,Offline,1904
7,New York,North America,Offline,4129
7,New York,North America,Online,1415
11,New York,Europe,Hybrid,1701
5,Toronto,North America,Offline,1750
6,London,North America,Online,2870
19,London,North America,Offline,4493
12,London,North America,Offline,4991
1,New York,North America,Online,5648
6,London,North America,Hybrid,3949
8,New York,North America,Hybrid,2567
4,New York,Europe,Offline,3888
20,Toronto,North America,Online,1859
19,London,Europe,Offline,4256
7,Toronto,North America,Online,8716
5,Toronto,North America,Hybrid,6875
15,Toronto,North America,Offline,4602
7,London,Europe,Offline,5573
19,New York,Europe,Online,1656
3,London,North America,Hybrid,7662
6,London,Europe,Hybrid,1399
1,London,North America,Offline,6454
2,London,Europe,Online,2818
3,London,North America,Online,6487
17,London,Europe,Offline,1892
12,London,North America,Online,8501
5,Toronto,North America,Online,9530
1,Toronto,North America,Online,1361
19,New York,Europe,Online,5259
6,London,North America,Hybrid,9770
11,London,North America,Offline,5266
15,London,North America,Hybrid,5940
18,London,Europe,Hybrid,5842
2,New York,North America,Offline,1406
8,Toronto,North America,Online,2369
20,London,North America,Hybrid,6915
12,Toronto,Europe,Hybrid,2435
14,New York,North America,Online,4404
9,Toronto,North America,Hybrid,8571
19,Toronto,Europe,Hybrid,8593
10,Toronto,North America,Offline,5009
16,London,North America,Offline,9397
5,Toronto,North America,Online,5467
6,New York,North America,Hybrid,6285
5,London,Europe,Offline,8944
17,London,North America,Offline,8544
20,London,Europe,Online,5991
5,New York,Europe,Hybrid,2830
19,New York,Europe,Online,5145
6,London,Europe,Online,2487
1,London,North America,Hybrid,4138
19,New York,Europe,Hybrid,2758
15,New York,North America,Offline,6918
10,Toronto,Europe,Hybrid,8273
16,London,North America,Offline,8177
7,Toronto,North America,Hybrid,7623
20,Toronto,Europe,Hybrid,5569
1,New York,North America,Online,9161
4,New York,Europe,Offline,4308
13,Toronto,Europe,Offline,8250
10,London,Europe,Offline,2792
13,Toronto,Europe,Hybrid,7189
19,New York,Europe,Offline,2594
10,London,North America,Hybrid,2073
19,London,Europe,Offline,1334
16,New York,North America,Offline,9138
3,London,North America,Offline,5344
9,New York,Europe,Offline,4436
13,Toronto,Europe,Hybrid,9971
15,Toronto,Europe,Hybrid,1981
11,New York,North America,Offline,5373
7,New York,North America,Offline,8604
9,Toronto,North America,Hybrid,1691
12,London,North America,Offline,3302
20,New York,Europe,Offline,7388
14,Toronto,North America,Offline,9740
16,London,Europe,Offline,1345
10,London,Europe,Hybrid,2999
10,New York,North America,Offline,6196
11,London,Europe,Online,3627
2,London,North America,Hybrid,8264
8,London,North America,Hybrid,7722
3,Toronto,Europe,Online,7447
6,New York,Europe,Hybrid,8027
14,Toronto,Europe,Online,4677
20,New York,Europe,Hybrid,4102
8,Toronto,Europe,Online,1169
9,New York,North America,Hybrid,1962
13,Toronto,Europe,Hybrid,7076
3,Toronto,Europe,Online,5266
20,Toronto,Europe,Offline,3703
8,New York,North America,Offline,5263
16,Toronto,Europe,Online,3425
9,London,North America,Hybrid,1067
4,Toronto,Europe,Hybrid,2737
1,Toronto,North America,Hybrid,8423
18,London,Europe,Online,7534
10,London,North America,Online,5891
7,Toronto,Europe,Offline,8805
3,New York,Europe,Offline,4673
16,Toronto,North America,Online,5921
14,New York,Europe,Hybrid,5151
13,New York,North America,Offline,5876
3,London,Europe,Hybrid,2742
13,London,Europe,Offline,6910
7,New York,North America,Offline,3378
16,Toronto,North America,Online,3721
13,New York,Europe,Online,2682
17,London,Europe,Online,1994
16,London,Europe,Offline,8147
8,London,Europe,Hybrid,8675
7,Toronto,North America,Hybrid,8911
8,New York,North America,Online,6878
20,New York,North America,Hybrid,4671
20,London,North America,Hybrid,1826
4,New York,Europe,Online,5786
4,New York,Europe,Offline,1107
14,Toronto,North America,Online,9677
5,New York,North America,Online,6542
17,Toronto,Europe,Offline,5986
7,London,Europe,Hybrid,6656
5,London,Europe,Online,2520
9,New York,Europe,Hybrid,7926
4,Toronto,Europe,Hybrid,1085
19,London,North America,Hybrid,7187
14,Toronto,North America,Online,2018
17,Toronto,Europe,Hybrid,9172
16,London,Europe,Online,9408
4,London,Europe,Online,2980
10,Toronto,North America,Online,3328
18,Toronto,North America,Online,7841
15,Toronto,Europe,Online,6328
3,New York,North America,Hybrid,6060
1,New York,North America,Online,5504
16,New York,Europe,Offline,3957
6,Toronto,North America,Online,5187
2,Toronto,Europe,Online,6243
19,New York,Europe,Hybrid,9264
14,London,North America,Online,5409
17,New York,North America,Offline,9854
10,London,North America,Online,1985
10,New York,North America,Hybrid,9750
20,London,Europe,Hybrid,6613
20,Toronto,North America,Hybrid,3190
16,Toronto,North America,Hybrid,2270
13,New York,North America,Online,8580
20,London,Europe,Hybrid,4623
13,New York,Europe,Hybrid,9197
5,Toronto,North America,Hybrid,5494
2,Toronto,Europe,Offline,5489
18,Toronto,Europe,Online,7420
7,New York,Europe,Offline,2029
16,New York,Europe,Online,6465
3,New York,North America,Offline,6132
14,New York,North America,Hybrid,1914
20,New York,Europe,Offline,8605
4,New York,North America,Hybrid,2106
20,Toronto,North America,Online,3255
5,New York,Europe,Offline,6618
2,Toronto,Europe,Online,4282
11,London,Europe,Offline,6384
15,London,North America,Online,8876
3,Toronto,North America,Hybrid,2887
10,New York,North America,Offline,3855
5,Toronto,North America,Offline,4444
4,New York,North America,Online,4140
7,London,Europe,Online,6368
16,London,North America,Online,9333
16,London,Europe,Offline,5396
8,Toronto,North America,Offline,7963
17,Toronto,North America,Hybrid,1674
9,Toronto,North America,Online,8236
4,New York,North America,Offline,1627
9,New York,North America,Hybrid,9898
1,Toronto,North America,Offline,4728
7,Toronto,Europe,Online,8187
12,Toronto,North America,Offline,7974
11,London,Europe,Offline,4345
10,New York,North America,Online,3910
10,London,North America,Offline,1941
18,Toronto,Europe,Hybrid,2126
10,London,North America,Hybrid,8519
19,Toronto,Europe,Offline,1640
14,New York,North America,Hybrid,8079
9,London,Europe,Hybrid,2093
11,Toronto,Europe,Online,5141
7,Toronto,North America,Online,5105
18,London,North America,Hybrid,8171
18,London,Europe,Online,2271
2,London,North America,Offline,1782
7,New York,Europe,Online,4276
6,London,North America,Online,7810
8,New York,North America,Offline,6298
3,London,Europe,Hybrid,7045
20,Toronto,Europe,Hybrid,3177
19,Toronto,Europe,Hybrid,4808
8,London,North America,Online,3253
20,Toronto,Europe,Online,5556
11,New York,North America,Hybrid,1885
1,New York,Europe,Online,4153
14,London,Europe,Offline,3689
7,Toronto,Europe,Online,6891
13,Toronto,North America,Offline,9801
20,Toronto,North America,Offline,3238
14,Toronto,Europe,Offline,9020
12,London,Europe,Hybrid,7032
1,London,North America,Offline,8462
13,Toronto,North America,Hybrid,4093
3,New York,Europe,Online,5407
4,New York,Europe,Hybrid,7829
7,Toronto,North America,Hybrid,2806
20,New York,North America,Online,5802
4,New York,North America,Offline,1118
11,London,Europe,Offline,7074
4,New York,Europe,Hybrid,7583
16,London,Europe,Hybrid,4079
16,Toronto,North America,Offline,8010
3,Toronto,Europe,Online,8311
3,New York,Europe,Hybrid,1478
18,London,Europe,Online,6452
4,Toronto,North America,Online,2460
1,Toronto,North America,Hybrid,9775
1,London,Europe,Offline,3370
2,London,Europe,Offline,9230
13,New York,Europe,Online,4450
6,New York,Europe,Offline,7921
18,Toronto,North America,Online,6298
10,New York,North America,Online,4205
6,New York,North America,Offline,8763
13,New York,North America,Online,4946
13,Toronto,Europe,Offline,1190
4,London,North America,Offline,8932
6,Toronto,North America,Offline,9788
6,New York,Europe,Offline,3015
4,London,Europe,Offline,9919
15,New York,Europe,Hybrid,6127
7,New York,Europe,Online,3198
9,Toronto,North America,Offline,8472
9,London,North America,Hybrid,7097
3,Toronto,North America,Hybrid,2802
8,Toronto,North America,Online,7179
19,Toronto,Europe,Hybrid,2623
9,New York,North America,Hybrid,3070
14,London,Europe,Online,8191
10,Toronto,Europe,Online,2302
1,Toronto,North America,Offline,9156
12,New York,North America,Hybrid,8350
13,New York,Europe,Online,6537
1,London,Europe,Online,5994
15,Toronto,Europe,Offline,2755
7,New York,North America,Offline,3029
12,Toronto,North America,Hybrid,5415
7,New York,North America,Offline,1659
9,New York,Europe,Offline,9119
5,New York,Europe,Hybrid,1223
10,Toronto,Europe,Online,8027
8,London,Europe,Online,8764
5,Toronto,North America,Offline,4148
10,London,North America,Online,6507
9,Toronto,Europe,Online,6240
20,New York,Europe,Online,5133
12,London,Europe,Online,5521
15,New York,North America,Hybrid,6618
18,London,Europe,Hybrid,6690
17,New York,North America,Hybrid,5491
18,London,North America,Online,8172
19,New York,North America,Hybrid,8461
18,New York,Europe,Online,3427
12,London,Europe,Offline,2363
12,New York,Europe,Online,5194
11,Toronto,North America,Hybrid,7479
16,New York,Europe,Online,3885
13,London,North America,Online,3351
20,New York,Europe,Offline,1339
20,New York,North America,Online,9886
11,Toronto,North America,Online,1915
4,London,Europe,Online,1019
13,London,North America,Offline,3778
2,London,North America,Online,8022
12,New York,Europe,Offline,7047
16,New York,North America,Hybrid,8003
16,Toronto,Europe,Hybrid,7782
16,London,North America,Offline,2369
7,New York,Europe,Hybrid,8764
14,New York,North America,Online,1915
12,New York,North America,Hybrid,2208
19,Toronto,North America,Online,8696
15,London,North America,Offline,2822
15,London,Europe,Hybrid,9222
13,London,North America,Online,7427
12,London,Europe,Online,5422
18,New York,North America,Online,1179
19,New York,Europe,Online,1787
12,New York,North America,Offline,7672
5,London,Europe,Online,2528
11,Toronto,Europe,Hybrid,8059
5,Toronto,North America,Offline,2541
3,New York,Europe,Offline,8753
14,London,North America,Offline,7008
20,London,North America,Hybrid,5011
13,Toronto,North America,Offline,8632
11,New York,Europe,Offline,8967
7,Toronto,North America,Hybrid,7230
9,Toronto,North America,Online,3322
6,New York,North America,Offline,6603
12,London,Europe,Online,4253
16,Toronto,North America,Hybrid,7658
7,Toronto,North America,Hybrid,7185
10,London,North America,Hybrid,9177
15,Toronto,Europe,Online,3664
3,London,North America,Hybrid,7738
14,New York,North America,Offline,7243
8,London,Europe,Offline,5333
12,London,Europe,Offline,3792
5,London,Europe,Hybrid,3846
19,Toronto,Europe,Hybrid,3605
18,New York,Europe,Online,3138
13,Toronto,North America,Offline,2359
4,New York,Europe,Offline,3959
14,New York,Europe,Hybrid,2250
6,London,North America,Online,6616
20,New York,North America,Hybrid,9384
5,Toronto,Europe,Offline,4264
13,New York,Europe,Online,4242
14,Toronto,Europe,Hybrid,5451
15,New York,North America,Hybrid,5146
11,Toronto,North America,Offline,5019
1,London,Europe,Online,8624
4,London,Europe,Hybrid,2225
16,New York,Europe,Offline,2953
19,New York,Europe,Offline,3147
14,London,Europe,Offline,6196
15,Toronto,North America,Offline,2683
3,New York,Europe,Hybrid,1080
20,Toronto,Europe,Hybrid,3790
17,London,North America,Hybrid,8830
3,Toronto,North America,Hybrid,4373
7,Toronto,North America,Offline,4418
13,Toronto,North America,Offline,4079
4,New York,North America,Offline,4064
3,Toronto,Europe,Online,3467
13,London,Europe,Online,5816
8,New York,North America,Online,1870
13,Toronto,Europe,Online,4602
10,London,North America,Online,4032
6,New York,Europe,Offline,3323
1,London,Europe,Offline,1016
6,New York,North America,Online,5990
15,New York,Europe,Offline,6467
5,Toronto,Europe,Online,5003
9,London,Europe,Hybrid,3866
19,London,Europe,Hybrid,3014
15,London,North America,Hybrid,5747
7,Toronto,North America,Online,9001
10,London,North America,Online,5434
8,London,Europe,Offline,7539
7,Toronto,North America,Offline,4268
5,London,Europe,Hybrid,6132
18,New York,Europe,Online,3303
5,Toronto,North America,Offline,9487
16,London,Europe,Online,2989
5,Toronto,Europe,Hybrid,1105
4,Toronto,North America,Hybrid,8271
20,London,Europe,Hybrid,3018
18,New York,Europe,Offline,5751
15,Toronto,Europe,Online,1458
20,Toronto,North America,Offline,3282
13,London,North America,Online,3480
16,Toronto,Europe,Hybrid,3955
6,New York,North America,Hybrid,2740
14,New York,North America,Hybrid,5103
15,Toronto,North America,Hybrid,4272
14,London,North America,Online,1397
18,New York,Europe,Online,9653
5,New York,Europe,Offline,7162
20,London,Europe,Online,4670
19,New York,Europe,Offline,1928
7,Toronto,North America,Online,4346
14,London,North America,Hybrid,8844
14,Toronto,Europe,Online,1351
13,London,North America,Offline,7993
2,New York,North America,Online,1164
2,New York,Europe,Online,5630
16,London,North America,Hybrid,2258
12,London,Europe,Hybrid,5001
20,Toronto,Europe,Online,4335
2,New York,Europe,Hybrid,8434
9,London,Europe,Offline,1308
18,New York,Europe,Online,9872
20,Toronto,Europe,Hybrid,1935
15,London,North America,Online,1248
9,Toronto,Europe,Hybrid,5104
1,Toronto,North America,Offline,1606
18,Toronto,North America,Offline,3945
2,New York,North America,Hybrid,1630
12,London,North America,Hybrid,4845
19,Toronto,Europe,Online,7987
16,Toronto,North America,Online,7034
17,London,Europe,Online,7206
17,London,Europe,Hybrid,2986
10,New York,Europe,Online,6930
12,London,North America,Offline,8932
5,London,Europe,Offline,6596
1,New York,North America,Offline,5315
3,New York,Europe,Offline,6805
20,London,North America,Hybrid,1741
5,London,North America,Hybrid,9345
