product_id,product_category,brand,product_price,cost_price,profit_margin
90,AI Gadgets,FutureX,418.41,225.33,193.08
91,Electric Accessories,FutureX,80.53,47.54,32.99
92,AI Gadgets,VoltPro,222.63,115.7,106.93
93,Smart Wearables,FutureX,287.16,214.73,72.43
94,AI Gadgets,VoltPro,228.92,133.29,95.63
95,AI Gadgets,FutureX,294.45,161.29,133.16
96,Electric Accessories,NextTech,50.55,34.35,16.2
97,Smart Wearables,FutureX,55.23,28.82,26.41
98,AI Gadgets,FutureX,274.5,188.16,86.34
99,AI Gadgets,VoltPro,194.94,154.63,40.31
100,AI Gadgets,NextTech,441.94,315.65,126.29
101,AI Gadgets,VoltPro,123.8,78.19,45.61
102,Smart Wearables,NextTech,299.91,214.66,85.25
103,Electric Accessories,FutureX,440.72,316.5,124.22
104,AI Gadgets,FutureX,318.98,235.37,83.61
105,AI Gadgets,VoltPro,130.86,74.76,56.1
106,Smart Wearables,VoltPro,486.24,280.77,205.47
107,AI Gadgets,NextTech,201.65,150.97,50.68
108,Electric Accessories,VoltPro,250.87,190.48,60.39
109,Smart Wearables,FutureX,89.85,47.71,42.14
110,Electric Accessories,FutureX,367.11,205.79,161.32
111,AI Gadgets,VoltPro,57.88,33.18,24.7
112,AI Gadgets,VoltPro,346.03,276.76,69.27
113,AI Gadgets,NextTech,466.55,294.6,171.95
114,AI Gadgets,VoltPro,224.85,142.69,82.16
115,Smart Wearables,FutureX,283.59,182.56,101.03
116,Smart Wearables,FutureX,453.52,236.46,217.06
117,Electric Accessories,NextTech,188.28,139.5,48.78
118,Electric Accessories,VoltPro,182.88,134.97,47.91
119,AI Gadgets,NextTech,418.63,320.36,98.27
120,Smart Wearables,NextTech,352.14,261.59,90.55
121,Smart Wearables,VoltPro,338.89,231.17,107.72
122,Smart Wearables,FutureX,57.12,34.4,22.72
123,Smart Wearables,FutureX,152.0,92.19,59.81
124,Electric Accessories,NextTech,73.55,45.13,28.42
125,Smart Wearables,NextTech,291.12,154.0,137.12
126,Electric Accessories,NextTech,91.82,52.99,38.83
127,AI Gadgets,FutureX,89.44,69.86,19.58
128,Electric Accessories,FutureX,228.73,151.4,77.33
129,Smart Wearables,NextTech,362.73,219.03,143.7
130,AI Gadgets,VoltPro,115.87,70.71,45.16
131,Electric Accessories,VoltPro,97.55,67.53,30.02
132,Electric Accessories,NextTech,157.63,85.54,72.09
133,Smart Wearables,VoltPro,128.19,89.31,38.88
134,Electric Accessories,VoltPro,58.64,33.89,24.75
135,Smart Wearables,FutureX,217.13,125.88,91.25
136,AI Gadgets,VoltPro,479.9,353.24,126.66
137,AI Gadgets,VoltPro,223.86,142.16,81.7
138,Smart Wearables,NextTech,82.07,41.33,40.74
139,Electric Accessories,NextTech,297.33,222.75,74.58
140,Smart Wearables,FutureX,485.82,359.32,126.5
141,Smart Wearables,VoltPro,151.08,92.41,58.67
142,Electric Accessories,FutureX,294.81,203.66,91.15
143,AI Gadgets,VoltPro,377.58,201.02,176.56
144,Smart Wearables,VoltPro,360.0,274.32,85.68
145,AI Gadgets,VoltPro,141.82,94.53,47.29
146,AI Gadgets,NextTech,355.27,258.24,97.03
147,Smart Wearables,FutureX,235.68,167.02,68.66
148,Electric Accessories,VoltPro,73.76,47.65,26.11
149,Electric Accessories,FutureX,404.88,265.27,139.61
150,Electric Accessories,VoltPro,273.27,151.25,122.02
151,AI Gadgets,VoltPro,60.89,45.64,15.25
152,AI Gadgets,NextTech,273.41,172.54,100.87
153,AI Gadgets,VoltPro,70.07,35.8,34.27
154,Electric Accessories,NextTech,457.9,248.08,209.82
155,Smart Wearables,NextTech,422.54,311.12,111.42
156,Electric Accessories,FutureX,162.93,123.04,39.89
157,AI Gadgets,VoltPro,268.11,147.39,120.72
158,Electric Accessories,VoltPro,403.83,226.31,177.52
159,AI Gadgets,VoltPro,475.99,317.99,158.0
160,Electric Accessories,FutureX,248.48,138.82,109.66
161,Electric Accessories,NextTech,121.08,85.82,35.26
162,AI Gadgets,FutureX,190.92,141.2,49.72
163,Smart Wearables,FutureX,124.68,95.33,29.35
164,Smart Wearables,VoltPro,99.84,72.67,27.17
165,AI Gadgets,FutureX,421.69,223.58,198.11
166,AI Gadgets,NextTech,64.0,46.19,17.81
167,Electric Accessories,VoltPro,439.87,248.38,191.49
168,AI Gadgets,VoltPro,99.95,63.38,36.57
169,AI Gadgets,FutureX,107.35,76.47,30.88
170,AI Gadgets,FutureX,366.66,242.81,123.85
171,Electric Accessories,FutureX,79.02,60.31,18.71
172,AI Gadgets,NextTech,269.77,194.58,75.19
173,Smart Wearables,FutureX,398.25,271.04,127.21
174,Electric Accessories,FutureX,477.74,324.96,152.78
175,AI Gadgets,NextTech,261.34,165.99,95.35
176,Smart Wearables,VoltPro,258.28,163.12,95.16
177,Smart Wearables,VoltPro,272.1,193.38,78.72
178,Electric Accessories,NextTech,438.3,219.43,218.87
179,Electric Accessories,NextTech,238.53,173.02,65.51
180,Smart Wearables,NextTech,127.33,88.03,39.3
181,Smart Wearables,VoltPro,459.56,341.18,118.38
182,Smart Wearables,FutureX,409.27,305.61,103.66
183,AI Gadgets,VoltPro,280.26,154.06,126.2
184,AI Gadgets,VoltPro,354.7,241.81,112.89
185,Smart Wearables,NextTech,222.89,114.05,108.84
186,Smart Wearables,FutureX,249.86,199.5,50.36
187,AI Gadgets,FutureX,293.77,214.03,79.74
188,Electric Accessories,VoltPro,312.34,249.85,62.49
189,AI Gadgets,VoltPro,116.59,88.11,28.48
190,AI Gadgets,FutureX,260.05,132.71,127.34
191,AI Gadgets,VoltPro,248.55,169.44,79.11
192,AI Gadgets,VoltPro,338.09,199.31,138.78
193,Smart Wearables,VoltPro,375.22,265.57,109.65
194,AI Gadgets,FutureX,56.44,40.71,15.73
195,AI Gadgets,FutureX,229.6,164.61,64.99
196,Smart Wearables,VoltPro,84.59,55.0,29.59
197,Electric Accessories,FutureX,118.55,68.74,49.81
198,AI Gadgets,NextTech,254.28,189.8,64.48
199,Smart Wearables,FutureX,398.91,231.94,166.97
200,Electric Accessories,VoltPro,260.14,156.63,103.51
201,Electric Accessories,FutureX,245.22,189.55,55.67
202,AI Gadgets,NextTech,132.26,77.18,55.08
203,Electric Accessories,FutureX,275.18,173.31,101.87
204,Smart Wearables,FutureX,378.72,262.95,115.77
205,Electric Accessories,NextTech,260.67,175.63,85.04
206,Electric Accessories,VoltPro,231.93,152.91,79.02
207,Electric Accessories,FutureX,109.18,82.66,26.52
208,Smart Wearables,VoltPro,50.61,29.86,20.75
209,AI Gadgets,VoltPro,454.75,324.26,130.49
210,Electric Accessories,FutureX,399.62,224.38,175.24
211,Electric Accessories,NextTech,353.36,204.23,149.13
212,Smart Wearables,FutureX,237.04,139.99,97.05
213,Electric Accessories,NextTech,302.39,229.57,72.82
214,Smart Wearables,FutureX,256.53,199.02,57.51
215,Smart Wearables,VoltPro,226.76,171.49,55.27
216,Smart Wearables,NextTech,412.14,211.76,200.38
217,Electric Accessories,VoltPro,119.21,95.01,24.2
218,Electric Accessories,NextTech,211.36,147.32,64.04
219,Electric Accessories,FutureX,355.8,201.9,153.9
220,Electric Accessories,FutureX,420.42,322.32,98.1
221,Electric Accessories,FutureX,234.24,174.1,60.14
222,Electric Accessories,VoltPro,296.02,195.26,100.76
223,Smart Wearables,FutureX,378.21,298.81,79.4
224,AI Gadgets,FutureX,413.01,328.53,84.48
225,Smart Wearables,NextTech,478.5,245.34,233.16
226,Smart Wearables,FutureX,131.09,69.41,61.68
227,AI Gadgets,FutureX,120.8,64.71,56.09
228,AI Gadgets,VoltPro,408.9,280.0,128.9
229,Electric Accessories,FutureX,103.32,81.46,21.86
230,Smart Wearables,VoltPro,331.19,222.4,108.79
231,AI Gadgets,VoltPro,200.32,144.19,56.13
232,Smart Wearables,VoltPro,102.29,75.11,27.18
233,AI Gadgets,FutureX,100.99,62.72,38.27
234,AI Gadgets,VoltPro,317.91,175.37,142.54
235,Smart Wearables,NextTech,162.9,114.49,48.41
236,Smart Wearables,NextTech,53.01,38.79,14.22
237,AI Gadgets,NextTech,427.91,238.16,189.75
238,Electric Accessories,FutureX,247.27,197.54,49.73
239,Electric Accessories,FutureX,161.77,91.29,70.48
240,AI Gadgets,NextTech,272.08,159.16,112.92
241,Electric Accessories,FutureX,292.25,169.7,122.55
242,AI Gadgets,VoltPro,275.04,202.3,72.74
243,Electric Accessories,NextTech,344.83,199.34,145.49
244,AI Gadgets,VoltPro,210.6,127.65,82.95
245,Electric Accessories,VoltPro,193.37,149.1,44.27
246,Electric Accessories,VoltPro,234.99,168.39,66.6
247,Electric Accessories,NextTech,236.39,170.14,66.25
248,AI Gadgets,FutureX,307.36,244.62,62.74
249,Smart Wearables,FutureX,334.14,220.45,113.69
250,AI Gadgets,NextTech,399.42,272.96,126.46
251,Smart Wearables,NextTech,419.62,315.97,103.65
252,Smart Wearables,NextTech,176.4,99.21,77.19
253,Smart Wearables,FutureX,245.06,195.84,49.22
254,AI Gadgets,FutureX,147.95,103.34,44.61
255,Smart Wearables,VoltPro,411.35,269.6,141.75
256,AI Gadgets,NextTech,433.66,287.3,146.36
257,Smart Wearables,NextTech,458.53,299.02,159.51
258,Electric Accessories,FutureX,287.93,215.31,72.62
259,Electric Accessories,NextTech,398.15,288.4,109.75
260,AI Gadgets,NextTech,421.44,317.54,103.9
261,AI Gadgets,FutureX,259.62,174.3,85.32
262,Electric Accessories,VoltPro,67.52,50.72,16.8
263,AI Gadgets,VoltPro,225.15,128.03,97.12
264,AI Gadgets,VoltPro,276.8,217.22,59.58
265,Smart Wearables,FutureX,173.88,95.09,78.79
266,Smart Wearables,VoltPro,254.11,161.73,92.38
267,Smart Wearables,FutureX,316.78,192.12,124.66
268,Smart Wearables,VoltPro,448.06,240.86,207.2
269,Electric Accessories,VoltPro,488.9,364.28,124.62
270,AI Gadgets,FutureX,487.88,355.07,132.81
271,Electric Accessories,FutureX,209.16,123.56,85.6
272,Smart Wearables,FutureX,111.72,75.32,36.4
273,Electric Accessories,VoltPro,238.37,151.97,86.4
274,Smart Wearables,NextTech,285.24,182.91,102.33
275,Electric Accessories,NextTech,106.7,59.64,47.06
276,Smart Wearables,VoltPro,133.37,77.83,55.54
277,AI Gadgets,VoltPro,89.16,59.47,29.69
278,Smart Wearables,NextTech,332.3,240.94,91.36
279,Smart Wearables,NextTech,458.8,293.83,164.97
280,AI Gadgets,VoltPro,142.0,85.5,56.5
281,AI Gadgets,NextTech,122.31,62.07,60.24
282,AI Gadgets,NextTech,305.81,212.68,93.13
283,Electric Accessories,FutureX,205.29,104.5,100.79
284,Electric Accessories,VoltPro,460.82,277.38,183.44
285,AI Gadgets,NextTech,167.47,100.99,66.48
286,Smart Wearables,VoltPro,52.26,27.07,25.19
287,AI Gadgets,FutureX,348.59,217.3,131.29
288,Electric Accessories,FutureX,289.15,169.55,119.6
289,AI Gadgets,FutureX,311.64,165.72,145.92
290,AI Gadgets,FutureX,91.48,61.8,29.68
291,AI Gadgets,FutureX,183.36,143.29,40.07
292,AI Gadgets,FutureX,453.98,328.48,125.5
293,Electric Accessories,VoltPro,149.56,91.87,57.69
294,Smart Wearables,NextTech,190.31,109.42,80.89
295,Electric Accessories,VoltPro,362.0,251.4,110.6
296,AI Gadgets,NextTech,346.17,180.37,165.8
297,Electric Accessories,NextTech,192.96,152.55,40.41
298,AI Gadgets,FutureX,452.12,315.32,136.8
299,Electric Accessories,VoltPro,188.81,126.86,61.95
300,Electric Accessories,FutureX,61.6,41.95,19.65
301,Smart Wearables,VoltPro,122.1,67.31,54.79
302,AI Gadgets,FutureX,423.57,332.28,91.29
303,Electric Accessories,FutureX,379.02,297.16,81.86
304,AI Gadgets,FutureX,280.93,156.85,124.08
305,Smart Wearables,VoltPro,201.85,153.65,48.2
306,Smart Wearables,VoltPro,183.38,141.8,41.58
307,Smart Wearables,NextTech,137.05,94.9,42.15
308,Smart Wearables,VoltPro,70.38,49.05,21.33
309,Electric Accessories,VoltPro,346.74,233.47,113.27
310,Electric Accessories,VoltPro,108.13,57.29,50.84
311,Electric Accessories,FutureX,280.24,145.25,134.99
312,Electric Accessories,FutureX,395.86,224.8,171.06
313,AI Gadgets,VoltPro,101.05,80.75,20.3
314,Electric Accessories,NextTech,271.67,187.46,84.21
315,Smart Wearables,NextTech,203.43,157.69,45.74
316,Electric Accessories,VoltPro,50.5,29.37,21.13
317,AI Gadgets,VoltPro,106.82,79.48,27.34
318,Electric Accessories,NextTech,164.52,82.9,81.62
319,Smart Wearables,NextTech,151.58,93.52,58.06
320,AI Gadgets,FutureX,352.63,248.48,104.15
321,Electric Accessories,VoltPro,497.61,262.61,235.0
322,Smart Wearables,VoltPro,88.71,45.87,42.84
323,AI Gadgets,NextTech,319.37,222.24,97.13
324,Smart Wearables,NextTech,59.42,35.34,24.08
325,Electric Accessories,VoltPro,104.2,70.37,33.83
326,AI Gadgets,FutureX,253.44,201.67,51.77
327,Smart Wearables,NextTech,131.23,75.95,55.28
328,Electric Accessories,NextTech,442.36,297.75,144.61
329,Smart Wearables,FutureX,244.75,166.11,78.64
330,Smart Wearables,FutureX,355.32,212.1,143.22
331,AI Gadgets,FutureX,414.35,325.33,89.02
332,Electric Accessories,VoltPro,457.49,343.4,114.09
333,Electric Accessories,VoltPro,319.35,199.35,120.0
334,AI Gadgets,VoltPro,294.35,180.18,114.17
335,Electric Accessories,FutureX,427.62,232.45,195.17
336,Smart Wearables,FutureX,293.57,203.64,89.93
337,Electric Accessories,NextTech,211.16,168.26,42.9
338,Electric Accessories,NextTech,60.0,47.79,12.21
339,AI Gadgets,VoltPro,354.9,235.68,119.22
340,Electric Accessories,VoltPro,333.82,240.99,92.83
341,AI Gadgets,FutureX,76.83,54.37,22.46
342,AI Gadgets,FutureX,445.82,344.22,101.6
343,AI Gadgets,NextTech,345.16,193.17,151.99
344,AI Gadgets,NextTech,380.76,260.07,120.69
345,AI Gadgets,NextTech,380.57,193.02,187.55
346,AI Gadgets,VoltPro,272.53,146.21,126.32
347,Smart Wearables,VoltPro,139.39,80.02,59.37
348,Electric Accessories,FutureX,415.34,209.4,205.94
349,AI Gadgets,NextTech,448.66,334.17,114.49
350,Smart Wearables,VoltPro,237.32,144.05,93.27
351,AI Gadgets,FutureX,401.85,293.25,108.6
352,Electric Accessories,NextTech,190.97,131.93,59.04
353,Electric Accessories,NextTech,132.27,104.08,28.19
354,AI Gadgets,NextTech,394.09,214.39,179.7
355,AI Gadgets,VoltPro,437.64,236.85,200.79
356,AI Gadgets,VoltPro,341.08,234.49,106.59
357,Smart Wearables,NextTech,374.17,244.46,129.71
358,AI Gadgets,VoltPro,100.67,62.65,38.02
359,Smart Wearables,VoltPro,489.92,330.59,159.33
360,Electric Accessories,FutureX,492.23,283.03,209.2
361,AI Gadgets,VoltPro,111.81,65.19,46.62
362,AI Gadgets,FutureX,148.84,74.43,74.41
363,AI Gadgets,VoltPro,188.47,107.93,80.54
364,Electric Accessories,VoltPro,411.08,247.62,163.46
365,Electric Accessories,VoltPro,194.33,129.95,64.38
366,Electric Accessories,NextTech,456.86,237.84,219.02
367,Electric Accessories,NextTech,444.16,342.71,101.45
368,Smart Wearables,NextTech,177.62,106.2,71.42
369,Electric Accessories,FutureX,55.95,36.57,19.38
370,Electric Accessories,NextTech,316.5,224.8,91.7
371,Electric Accessories,VoltPro,67.92,39.54,28.38
372,AI Gadgets,VoltPro,395.59,272.39,123.2
373,Smart Wearables,VoltPro,466.84,320.14,146.7
374,Electric Accessories,FutureX,420.8,236.16,184.64
375,Smart Wearables,VoltPro,75.08,51.28,23.8
376,Electric Accessories,NextTech,100.17,67.23,32.94
377,Smart Wearables,NextTech,197.53,120.81,76.72
378,Smart Wearables,VoltPro,482.7,305.77,176.93
379,Electric Accessories,FutureX,493.6,363.97,129.63
380,Electric Accessories,VoltPro,335.63,186.59,149.04
381,Smart Wearables,NextTech,325.92,241.73,84.19
382,Electric Accessories,FutureX,224.46,121.55,102.91
383,AI Gadgets,NextTech,80.8,62.15,18.65
384,Electric Accessories,VoltPro,356.17,207.38,148.79
385,AI Gadgets,FutureX,436.07,305.28,130.79
386,Electric Accessories,VoltPro,75.79,41.86,33.93
387,Smart Wearables,VoltPro,161.97,100.8,61.17
388,Smart Wearables,NextTech,81.37,62.49,18.88
389,Electric Accessories,FutureX,383.3,247.42,135.88
390,Electric Accessories,VoltPro,164.91,123.42,41.49
391,AI Gadgets,FutureX,162.9,86.36,76.54
392,Smart Wearables,NextTech,304.09,199.18,104.91
393,Electric Accessories,NextTech,100.98,55.7,45.28
394,Electric Accessories,VoltPro,321.45,168.41,153.04
395,Electric Accessories,NextTech,373.66,217.27,156.39
396,AI Gadgets,FutureX,260.85,142.0,118.85
397,AI Gadgets,FutureX,221.96,131.08,90.88
398,Electric Accessories,FutureX,472.18,275.13,197.05
399,Smart Wearables,VoltPro,141.57,111.33,30.24
400,Electric Accessories,VoltPro,323.7,205.02,118.68
401,Smart Wearables,VoltPro,309.75,217.51,92.24
402,Electric Accessories,VoltPro,490.56,307.2,183.36
403,Electric Accessories,VoltPro,363.72,190.94,172.78
404,AI Gadgets,NextTech,342.87,234.7,108.17
405,AI Gadgets,NextTech,494.66,319.34,175.32
406,Electric Accessories,VoltPro,71.18,36.01,35.17
407,AI Gadgets,NextTech,290.99,187.13,103.86
408,AI Gadgets,FutureX,262.51,156.8,105.71
409,Smart Wearables,NextTech,166.46,99.03,67.43
410,Smart Wearables,NextTech,56.39,32.55,23.84
411,Smart Wearables,NextTech,433.99,281.88,152.11
412,Electric Accessories,VoltPro,63.02,36.04,26.98
413,Smart Wearables,NextTech,54.09,37.56,16.53
414,Electric Accessories,VoltPro,311.55,222.9,88.65
415,Electric Accessories,NextTech,359.5,209.24,150.26
416,Electric Accessories,VoltPro,338.46,249.07,89.39
417,Electric Accessories,VoltPro,428.73,218.27,210.46
418,Electric Accessories,NextTech,157.44,88.81,68.63
419,AI Gadgets,FutureX,372.47,226.31,146.16
420,AI Gadgets,FutureX,129.21,98.18,31.03
421,Electric Accessories,NextTech,289.17,184.31,104.86
422,AI Gadgets,NextTech,468.34,251.68,216.66
423,AI Gadgets,NextTech,454.88,313.19,141.69
424,AI Gadgets,VoltPro,110.04,77.85,32.19
425,Electric Accessories,NextTech,422.68,290.73,131.95
426,Electric Accessories,FutureX,307.48,239.74,67.74
427,AI Gadgets,NextTech,233.55,141.14,92.41
428,Smart Wearables,FutureX,421.88,299.72,122.16
429,AI Gadgets,FutureX,461.24,366.37,94.87
430,Smart Wearables,VoltPro,487.76,387.73,100.03
431,Smart Wearables,VoltPro,136.62,72.49,64.13
432,AI Gadgets,VoltPro,230.52,180.81,49.71
433,Electric Accessories,NextTech,248.33,143.56,104.77
434,Smart Wearables,VoltPro,132.85,70.64,62.21
435,Electric Accessories,VoltPro,338.2,200.97,137.23
436,AI Gadgets,VoltPro,115.98,80.46,35.52
437,Smart Wearables,VoltPro,492.77,380.34,112.43
438,Smart Wearables,NextTech,475.57,334.35,141.22
439,Smart Wearables,NextTech,253.57,182.59,70.98
440,Electric Accessories,FutureX,127.49,80.23,47.26
441,AI Gadgets,NextTech,449.17,261.64,187.53
442,Smart Wearables,VoltPro,330.85,212.48,118.37
443,Electric Accessories,VoltPro,115.74,86.45,29.29
444,Electric Accessories,FutureX,396.51,273.22,123.29
445,Electric Accessories,FutureX,204.0,162.06,41.94
446,AI Gadgets,NextTech,187.65,121.02,66.63
447,Smart Wearables,FutureX,263.54,196.29,67.25
448,AI Gadgets,NextTech,174.71,110.92,63.79
449,AI Gadgets,FutureX,53.88,27.26,26.62
450,AI Gadgets,FutureX,208.27,131.64,76.63
451,AI Gadgets,NextTech,211.43,168.87,42.56
452,Electric Accessories,NextTech,162.65,121.91,40.74
453,Smart Wearables,NextTech,400.09,226.51,173.58
454,Smart Wearables,VoltPro,180.25,116.06,64.19
455,Smart Wearables,FutureX,410.24,309.19,101.05
456,Smart Wearables,VoltPro,115.97,63.54,52.43
457,Smart Wearables,VoltPro,112.69,73.93,38.76
458,AI Gadgets,VoltPro,309.11,214.38,94.73
459,Electric Accessories,VoltPro,293.91,187.48,106.43
460,AI Gadgets,VoltPro,87.71,60.78,26.93
461,Electric Accessories,FutureX,284.4,199.3,85.1
462,Smart Wearables,NextTech,173.37,103.33,70.04
463,Smart Wearables,NextTech,311.59,163.17,148.42
464,AI Gadgets,VoltPro,231.58,138.95,92.63
465,Smart Wearables,VoltPro,400.29,220.62,179.67
466,Smart Wearables,VoltPro,174.18,125.29,48.89
467,AI Gadgets,NextTech,433.64,242.6,191.04
468,AI Gadgets,NextTech,380.64,227.04,153.6
469,Smart Wearables,VoltPro,222.52,167.15,55.37
470,Smart Wearables,NextTech,336.83,249.44,87.39
471,AI Gadgets,FutureX,310.9,205.84,105.06
472,Electric Accessories,FutureX,449.94,233.29,216.65
473,Electric Accessories,FutureX,302.72,166.87,135.85
474,AI Gadgets,FutureX,91.63,48.59,43.04
475,Smart Wearables,FutureX,231.14,179.37,51.77
476,Electric Accessories,FutureX,284.09,190.26,93.83
477,Electric Accessories,NextTech,401.31,247.64,153.67
478,AI Gadgets,NextTech,149.48,107.44,42.04
479,Electric Accessories,FutureX,230.15,153.04,77.11
480,Electric Accessories,VoltPro,337.2,204.01,133.19
481,Electric Accessories,FutureX,411.74,268.73,143.01
482,Electric Accessories,VoltPro,364.25,214.23,150.02
483,AI Gadgets,FutureX,219.29,133.81,85.48
484,AI Gadgets,VoltPro,368.49,224.04,144.45
485,AI Gadgets,NextTech,170.27,106.67,63.6
486,AI Gadgets,FutureX,173.15,137.48,35.67
487,AI Gadgets,FutureX,475.26,333.67,141.59
488,AI Gadgets,FutureX,136.71,93.22,43.49
489,Smart Wearables,NextTech,161.0,102.7,58.3
490,Smart Wearables,FutureX,463.44,292.95,170.49
491,Smart Wearables,NextTech,142.35,79.27,63.08
492,Electric Accessories,FutureX,120.61,94.59,26.02
493,Electric Accessories,VoltPro,288.29,167.4,120.89
494,AI Gadgets,VoltPro,194.13,149.87,44.26
495,AI Gadgets,FutureX,74.91,49.55,25.36
496,Electric Accessories,FutureX,333.44,202.71,130.73
497,AI Gadgets,VoltPro,234.87,132.77,102.1
498,Smart Wearables,FutureX,179.05,119.58,59.47
499,Electric Accessories,VoltPro,291.69,210.36,81.33
500,AI Gadgets,VoltPro,466.79,234.67,232.12
501,AI Gadgets,VoltPro,490.67,347.84,142.83
502,Electric Accessories,NextTech,389.72,306.54,83.18
503,Smart Wearables,NextTech,297.39,189.05,108.34
504,Electric Accessories,VoltPro,373.56,218.94,154.62
505,Smart Wearables,FutureX,311.71,205.74,105.97
506,Smart Wearables,NextTech,66.35,35.2,31.15
507,Electric Accessories,VoltPro,127.26,94.47,32.79
508,Electric Accessories,NextTech,233.18,164.0,69.18
509,Smart Wearables,VoltPro,89.95,68.32,21.63
